[Nom enseignant];[Nom salle];[Promo];[Matiere];[Date debut];[Heure debut];[Duree];[Ecole];[Site campus];[Numero cours]
HAJ HAMAD IMEN;Salle C-0.13 - E3 (40);<BACH2> Bachelor 2 Gr02;Cloud Computing;09/04/2026;10:45:00;2;ECE MASTER;Eiffel 3;6017.01
VINCENT MARC;Salle C-1.06 - E3 (M) (40);<CLASSES> Ing2 Gr04;Communication;09/04/2026;14:00:00;2;ECE BACHELOR;Eiffel 3;6028.02
GULDNER NAJMA;Salle C-1.06 - E3 (M) (40);<CLASSES> Ing3 Gr01;Anglais PREPA;09/04/2026;17:30:00;1;ECE PREPA;Eiffel 3;6029.03
MOKHBER ARASH;Salle C-1.06 - E3 (M) (40);<CLASSES> Ing3 Gr01;Microcontroleurs;09/04/2026;19:45:00;1;ECE INGENIEUR;Eiffel 3;6027.02
BENALI KARIM;Salle C-1.07 - E3 (M) (40);<PREPA2> Prepa 2eme annee Gr02;Comptabilite analytique;09/04/2026;13:00:00;1;ECE BACHELOR;Eiffel 3;5965.04
LECLERC PAUL;Salle C-1.07 - E3 (M) (40);<MAST1> Master 1 Cybersec;Comptabilite analytique;09/04/2026;18:30:00;1;ECE BACHELOR;Eiffel 3;5963.02
BENALI KARIM;Salle C-1.07 - E3 (M) (40);<BACH2> Bachelor 2 Gr01;Architecture logicielle;09/04/2026;19:45:00;1;ECE MASTER;Eiffel 3;5964.05
DUPONT JEAN;Salle C-2.01 - E3 (M) (44);<MAST1> Master 1 Cloud;Chimie PREPA;09/04/2026;17:30:00;2;ECE PREPA;Eiffel 3;5994.04
LECLERC PAUL;Salle C-2.03 - E3 (F) (36) (Meet-up);<CLASSES> Ing2 Gr03;Cybersecurite;09/04/2026;13:00:00;2;ECE MASTER;Eiffel 3;6005.02
LAMBERT HUGO;Salle C-2.03 - E3 (F) (36) (Meet-up);<CLASSES> Ing2 Gr04;Machine Learning;09/04/2026;14:00:00;1;ECE MASTER;Eiffel 3;6007.01
MOKHBER ARASH;Salle C-2.03 - E3 (F) (36) (Meet-up);<BACH1> Bachelor 1 Gr03;Robotique;09/04/2026;15:15:00;2;ECE INGENIEUR;Eiffel 3;6006.01
GULDNER NAJMA;Salle C-2.03 - E3 (F) (36) (Meet-up);<CLASSES> Ing3 Gr02;Ressources humaines;09/04/2026;18:30:00;1;ECE BACHELOR;Eiffel 3;6008.05
LECLERC PAUL;Salle EM218 (Labo Elec) - E1 (F) (40) (Meet-up);<CLASSES> Ing2 Gr03;Protocoles IoT;09/04/2026;13:00:00;2;ECE INGENIEUR;Eiffel 1;6078.05
ROBIN CAMILLE;Salle EM218 (Labo Elec) - E1 (F) (40) (Meet-up);<PREPA2> Prepa 2eme annee Gr02;Finance d'entreprise;09/04/2026;15:15:00;1;ECE BACHELOR;Eiffel 1;6077.05
MARTINEZ CARLOS;Salle EM218 (Labo Elec) - E1 (F) (40) (Meet-up);<BACH1> Bachelor 1 Gr02;Energie renouvelable;09/04/2026;18:30:00;2;ECE INGENIEUR;Eiffel 1;6076.05
GULDNER NAJMA;Salle EM220 - E1 (M) (48);<MAST2> Master 2 DevOps;Computer Vision;09/04/2026;14:00:00;1;ECE MASTER;Eiffel 1;6019.05
LEROY INÈS;Salle EM220 - E1 (M) (48);<CLASSES> Ing3 Gr02;Energie renouvelable;09/04/2026;17:30:00;2;ECE INGENIEUR;Eiffel 1;6018.03
DAVID SARAH;Salle EM224 (Labo Elec) - E1 (F) (40) (Meet-up);<MAST2> Master 2 DevOps;Mathematiques PREPA;09/04/2026;17:30:00;2;ECE PREPA;Eiffel 1;6030.01
PETIT ANTOINE;Salle EM312 (Labo Elec) - E1 (F) (40) (Meet-up);<CLASSES> Ing3 Gr01;Electronique ING2;09/04/2026;10:45:00;1;ECE INGENIEUR;Eiffel 1;6067.04
WILSON JAMES;Salle EM312 (Labo Elec) - E1 (F) (40) (Meet-up);<CLASSES> Ing2 Gr05;Cybersecurite;09/04/2026;14:00:00;1;ECE MASTER;Eiffel 1;6066.03
LEROY INÈS;Salle EM312 (Labo Elec) - E1 (F) (40) (Meet-up);<MAST1> Master 1 Cloud;Systemes embarques;09/04/2026;15:15:00;1;ECE INGENIEUR;Eiffel 1;6068.02
LAMBERT HUGO;Salle EM312 (Labo Elec) - E1 (F) (40) (Meet-up);<BACH2> Bachelor 2 Gr02;DevOps et CI/CD;09/04/2026;18:30:00;2;ECE MASTER;Eiffel 1;6070.04
VIDAL PAULINE;Salle EM312 (Labo Elec) - E1 (F) (40) (Meet-up);<CLASSES> Ing3 Gr03;Entrepreneuriat;09/04/2026;19:45:00;1;ECE BACHELOR;Eiffel 1;6069.02
DUBOIS LUCAS;Salle EM314 (Labo Elec / Info) - E1 (F) (40) (Meet-up);<BACH1> Bachelor 1 Gr02;Reseaux et telecoms;09/04/2026;10:45:00;1;ECE INGENIEUR;Eiffel 1;6038.01
ROUX NICOLAS;Salle EM314 (Labo Elec / Info) - E1 (F) (40) (Meet-up);<BACH1> Bachelor 1 Gr02;Data Science avancee;09/04/2026;17:30:00;1;ECE MASTER;Eiffel 1;6037.01
ROBIN CAMILLE;Salle EM326 (Labo Elec / Info) - E1 (F) (40) (Meet-up);<CLASSES> Ing2 Gr03;Thermodynamique;09/04/2026;08:30:00;2;ECE PREPA;Eiffel 1;5991.02
VIDAL PAULINE;Salle EM326 (Labo Elec / Info) - E1 (F) (40) (Meet-up);<BACH1> Bachelor 1 Gr03;Ressources humaines;09/04/2026;13:00:00;1;ECE BACHELOR;Eiffel 1;5993.05
LAMBERT HUGO;Salle EM326 (Labo Elec / Info) - E1 (F) (40) (Meet-up);<Ing2 NVX> Ing2 Nouveaux;Communication;09/04/2026;15:15:00;2;ECE BACHELOR;Eiffel 1;5992.03
BERNARD CLAIRE;Salle EM326 (Labo Elec / Info) - E1 (F) (40) (Meet-up);<BACH2> Bachelor 2 Gr01;Anglais PREPA;09/04/2026;17:30:00;2;ECE PREPA;Eiffel 1;5990.03
ROUX NICOLAS;Salle EM410 - E1 (M) (35);<CLASSES> Ing4 Gr02;Economie d'entreprise;09/04/2026;08:30:00;2;ECE BACHELOR;Eiffel 1;5973.04
ROUX NICOLAS;Salle EM410 - E1 (M) (35);<CLASSES> Ing4 Gr01;Cloud Computing;09/04/2026;13:00:00;2;ECE MASTER;Eiffel 1;5970.04
VIDAL PAULINE;Salle EM410 - E1 (M) (35);<PREPA2> Prepa 2eme annee Gr02;Intelligence artificielle;09/04/2026;15:15:00;1;ECE MASTER;Eiffel 1;5971.05
ROUSSEAU LISA;Salle EM410 - E1 (M) (35);<Ing2 NVX> Ing2 Nouveaux;Machine Learning;09/04/2026;17:30:00;2;ECE MASTER;Eiffel 1;5972.05
LAMBERT HUGO;Salle EM410 - E1 (M) (35);<CLASSES> Ing2 Gr06;Electronique de puissance;09/04/2026;18:30:00;2;ECE INGENIEUR;Eiffel 1;5974.02
DUBOIS LUCAS;Salle EM412 (Labo Info) - E1 (F) (38) (Meet-up);<CLASSES> Ing2 Gr02;Automatique;09/04/2026;10:45:00;1;ECE INGENIEUR;Eiffel 1;6098.02
VIDAL PAULINE;CD-1.11 N - Co-DF (M) (32);<MAST2> Master 2 DevOps;Comptabilite analytique;10/04/2026;10:45:00;2;ECE BACHELOR;Coeur defense;6150.02
THOMAS ALICE;CD-1.11 N - Co-DF (M) (32);<CLASSES> Ing2 Gr03;Intelligence artificielle;10/04/2026;13:00:00;2;ECE MASTER;Coeur defense;6149.05
BERNARD CLAIRE;CD-1.11 N - Co-DF (M) (32);<BACH2> Bachelor 2 Gr01;Traitement du signal;10/04/2026;18:30:00;2;ECE INGENIEUR;Coeur defense;6148.04
MARTINEZ CARLOS;CD-3.10 N - Co-DF (M) (44) (Clevertouch);<MAST1> Master 1 Cybersec;Computer Vision;10/04/2026;13:00:00;2;ECE MASTER;Coeur defense;6197.03
DUPONT JEAN;CD-3.10 N - Co-DF (M) (44) (Clevertouch);<Ing2 NVX> Ing2 Nouveaux;Entrepreneuriat;10/04/2026;15:15:00;2;ECE BACHELOR;Coeur defense;6198.01
LECLERC PAUL;CD-3.10 N - Co-DF (M) (44) (Clevertouch);<PREPA2> Prepa 2eme annee Gr01;Chimie PREPA;10/04/2026;17:30:00;2;ECE PREPA;Coeur defense;6199.03
MARTIN SOPHIE;CD-3.10 N - Co-DF (M) (44) (Clevertouch);<PREPA1> Prepa 1ere annee Gr02;Cloud Computing;10/04/2026;19:45:00;1;ECE MASTER;Coeur defense;6200.03
ROBIN CAMILLE;CD-4.01 N - Co-DF (M) (36) (Clevertouch);<MAST1> Master 1 Cloud;Entrepreneuriat;10/04/2026;14:00:00;1;ECE BACHELOR;Coeur defense;6139.03
ROBIN CAMILLE;CD-6.08 N - Co-DF (M) (44) (Clevertouch);<Ing2 NVX> Ing2 Nouveaux;Physique PREPA;10/04/2026;17:30:00;1;ECE PREPA;Coeur defense;6116.02
THOMAS ALICE;CD-6.12 N - Co-DF (M) (30) (Clevertouch);<Ing2 NVX> Ing2 Nouveaux;Comptabilite analytique;10/04/2026;13:00:00;2;ECE BACHELOR;Coeur defense;6208.01
GARCIA ELENA;G4-H18 (M) (40);<CLASSES> Ing2 Gr03;Cybersecurite;10/04/2026;13:00:00;2;ECE MASTER;Bacalan (H18);6155.05
NGUYEN THANH;G4-H18 (M) (40);<PREPA1> Prepa 1ere annee Gr02;Electronique ING2;10/04/2026;15:15:00;1;ECE INGENIEUR;Bacalan (H18);6157.03
ROBIN CAMILLE;G4-H18 (M) (40);<MAST2> Master 2 DevOps;Economie d'entreprise;10/04/2026;17:30:00;2;ECE BACHELOR;Bacalan (H18);6154.04
MULLER STEFAN;G4-H18 (M) (40);<BACH2> Bachelor 2 Gr02;Mathematiques PREPA;10/04/2026;19:45:00;1;ECE PREPA;Bacalan (H18);6156.05
FONTAINE ANNA;Salle - A-303 (F) (42) (Meet-up);<BACH1> Bachelor 1 Gr02;Electronique de puissance;10/04/2026;18:30:00;2;ECE INGENIEUR;Eiffel 2;6234.03
DUPONT JEAN;Salle - A-306 (M) (35) (Jabra);<MAST1> Master 1 Cybersec;Droit des affaires;10/04/2026;15:15:00;2;ECE BACHELOR;Eiffel 2;6103.01
ROUX NICOLAS;Salle - A-306 (M) (35) (Jabra);<CLASSES> Ing3 Gr03;Mecanique des fluides;10/04/2026;17:30:00;2;ECE PREPA;Eiffel 2;6102.05
CHEVALIER MAXIME;Salle - A-306 (M) (35) (Jabra);<BACH1> Bachelor 1 Gr02;Thermodynamique;10/04/2026;18:30:00;2;ECE PREPA;Eiffel 2;6101.05
LAURENT MARIE;Salle - A-306 (M) (35) (Jabra);<CLASSES> Ing3 Gr03;Microcontroleurs;10/04/2026;19:45:00;1;ECE INGENIEUR;Eiffel 2;6100.04
MULLER STEFAN;Salle - A-308 (F) (46) (Meet-up);<PREPA2> Prepa 2eme annee Gr02;Communication;10/04/2026;14:00:00;2;ECE BACHELOR;Eiffel 2;6250.01
GARCIA ELENA;Salle - A-308 (F) (46) (Meet-up);<BACH2> Bachelor 2 Gr01;Traitement du signal;10/04/2026;17:30:00;2;ECE INGENIEUR;Eiffel 2;6249.04
THOMAS ALICE;Salle - A-308 (F) (46) (Meet-up);<MAST1> Master 1 Cloud;Cloud Computing;10/04/2026;18:30:00;1;ECE MASTER;Eiffel 2;6248.05
LAURENT MARIE;Salle - A-308 (F) (46) (Meet-up);<BACH1> Bachelor 1 Gr03;Anglais PREPA;10/04/2026;19:45:00;1;ECE PREPA;Eiffel 2;6247.04
KHOURY CLAUDE;Salle - A-310 (F) (46) (Meet-up);<CLASSES> Ing2 Gr03;Mathematiques PREPA;10/04/2026;08:30:00;2;ECE PREPA;Eiffel 2;6210.02
MICHEL PIERRE;Salle - A-310 (F) (46) (Meet-up);<PREPA2> Prepa 2eme annee Gr01;Communication;10/04/2026;14:00:00;2;ECE BACHELOR;Eiffel 2;6209.01
LAURENT MARIE;Salle - A-310 (F) (46) (Meet-up);<CLASSES> Ing2 Gr03;Blockchain et cryptographie;10/04/2026;18:30:00;1;ECE MASTER;Eiffel 2;6211.03
KHOURY CLAUDE;Salle - A-310 (F) (46) (Meet-up);<PREPA2> Prepa 2eme annee Gr02;Management;10/04/2026;19:45:00;1;ECE BACHELOR;Eiffel 2;6212.05
FONTAINE ANNA;Salle - A-314 (M) (30) (Jabra);<CLASSES> Ing2 Gr03;Entrepreneuriat;10/04/2026;13:00:00;1;ECE BACHELOR;Eiffel 2;6232.03
LECLERC PAUL;Salle - A-314 (M) (30) (Jabra);<CLASSES> Ing3 Gr02;Business Intelligence;10/04/2026;19:45:00;1;ECE BACHELOR;Eiffel 2;6233.03
VIDAL PAULINE;Salle - B-304 (Chariot info) (F) (46) (Meet-up);<CLASSES> Ing3 Gr02;Conception numerique sur FPGA;10/04/2026;08:30:00;1;ECE INGENIEUR;Eiffel 2;6130.05
HAJ HAMAD IMEN;Salle - B-304 (Chariot info) (F) (46) (Meet-up);<PREPA1> Prepa 1ere annee Gr01;Anglais PREPA;10/04/2026;14:00:00;2;ECE PREPA;Eiffel 2;6132.02
KHOURY CLAUDE;Salle - B-304 (Chariot info) (F) (46) (Meet-up);<MAST1> Master 1 Cloud;Electronique de puissance;10/04/2026;15:15:00;2;ECE INGENIEUR;Eiffel 2;6133.05
VINCENT MARC;Salle - B-304 (Chariot info) (F) (46) (Meet-up);<CLASSES> Ing2 Gr01;Finance d'entreprise;10/04/2026;17:30:00;2;ECE BACHELOR;Eiffel 2;6131.01
ROUX NICOLAS;Salle - B-304 (Chariot info) (F) (46) (Meet-up);<CLASSES> Ing3 Gr02;Electrostatique;10/04/2026;19:45:00;1;ECE PREPA;Eiffel 2;6134.04
FONTAINE ANNA;Salle - B-305 (F) (40) (Meet-up);<MAST2> Master 2 IA;Finance d'entreprise;10/04/2026;13:00:00;1;ECE BACHELOR;Eiffel 2;6245.01
ROUX NICOLAS;Salle - B-305 (F) (40) (Meet-up);<MAST1> Master 1 Cloud;Data Science avancee;10/04/2026;15:15:00;1;ECE MASTER;Eiffel 2;6246.05
LEROY INÈS;Salle - B-305 (F) (40) (Meet-up);<MAST1> Master 1 Cybersec;Economie d'entreprise;10/04/2026;17:30:00;2;ECE BACHELOR;Eiffel 2;6244.02
LECLERC PAUL;Salle - B-305 (F) (40) (Meet-up);<CLASSES> Ing2 Gr04;RGPD et conformite;10/04/2026;18:30:00;2;ECE MASTER;Eiffel 2;6243.03
DAVID SARAH;Salle - E-304 (F) (50) (Meet-up);<BACH2> Bachelor 2 Gr01;Cloud Computing;10/04/2026;10:45:00;1;ECE MASTER;Eiffel 2;6108.03
LAMBERT HUGO;Salle - E-304 (F) (50) (Meet-up);<MAST2> Master 2 IA;Mecanique des fluides;10/04/2026;13:00:00;2;ECE PREPA;Eiffel 2;6109.05
MICHEL PIERRE;Salle - E-304 (F) (50) (Meet-up);<PREPA1> Prepa 1ere annee Gr01;Analyse et algebre;10/04/2026;14:00:00;1;ECE PREPA;Eiffel 2;6107.04
KHOURY CLAUDE;Salle - F-302 (M) (36) (Jabra);<MAST1> Master 1 Cybersec;Reseaux et telecoms;10/04/2026;08:30:00;1;ECE INGENIEUR;Lyon Universite (25);6127.01
LEROY INÈS;Salle - F-302 (M) (36) (Jabra);<BACH1> Bachelor 1 Gr01;Cybersecurite;10/04/2026;15:15:00;1;ECE MASTER;Lyon Universite (25);6129.01
DUBOIS LUCAS;Salle - F-302 (M) (36) (Jabra);<CLASSES> Ing2 Gr05;Management;10/04/2026;17:30:00;2;ECE BACHELOR;Lyon Universite (25);6125.02
WILSON JAMES;Salle - F-302 (M) (36) (Jabra);<MAST2> Master 2 DevOps;Intelligence artificielle;10/04/2026;18:30:00;2;ECE MASTER;Lyon Universite (25);6126.02
MOKHBER ARASH;Salle - F-302 (M) (36) (Jabra);<MAST1> Master 1 Cloud;Ressources humaines;10/04/2026;19:45:00;1;ECE BACHELOR;Lyon Universite (25);6128.04
MARTIN SOPHIE;Salle - F-304 (F) (49) (Meet-up);<CLASSES> Ing3 Gr02;Ressources humaines;10/04/2026;13:00:00;2;ECE BACHELOR;Lyon Universite (25);6106.05
DUBOIS LUCAS;Salle - F-304 (F) (49) (Meet-up);<Ing2 NVX> Ing2 Nouveaux;Data Science avancee;10/04/2026;14:00:00;1;ECE MASTER;Lyon Universite (25);6104.05
THOMAS ALICE;Salle - F-304 (F) (49) (Meet-up);<CLASSES> Ing2 Gr06;Audit SI;10/04/2026;18:30:00;1;ECE MASTER;Lyon Universite (25);6105.04
GULDNER NAJMA;Salle - F-305 (F) (50) (Meet-up);<BACH1> Bachelor 1 Gr01;Computer Vision;10/04/2026;08:30:00;2;ECE MASTER;Lyon Universite (25);6253.04
LAMBERT HUGO;Salle - F-305 (F) (50) (Meet-up);<BACH3> Bachelor 3 Gr01;Architecture logicielle;10/04/2026;15:15:00;2;ECE MASTER;Lyon Universite (25);6254.03
MARTIN SOPHIE;Salle - F-305 (F) (50) (Meet-up);<CLASSES> Ing2 Gr04;Management;10/04/2026;17:30:00;2;ECE BACHELOR;Lyon Universite (25);6251.01
THOMAS ALICE;Salle - F-305 (F) (50) (Meet-up);<MAST2> Master 2 IA;Data Science avancee;10/04/2026;18:30:00;1;ECE MASTER;Lyon Universite (25);6255.01
LECLERC PAUL;Salle - F-305 (F) (50) (Meet-up);<CLASSES> Ing3 Gr02;Comptabilite analytique;10/04/2026;19:45:00;1;ECE BACHELOR;Lyon Universite (25);6252.05
MOKHBER ARASH;Salle - G-302 (F) (47) (Meet-up);<BACH1> Bachelor 1 Gr03;Cybersecurite;10/04/2026;10:45:00;2;ECE MASTER;Lyon Universite (25);6221.02
THOMAS ALICE;Salle - G-302 (F) (47) (Meet-up);<Ing2 NVX> Ing2 Nouveaux;Mathematiques PREPA;10/04/2026;14:00:00;2;ECE PREPA;Lyon Universite (25);6220.03
THOMAS ALICE;Salle - G-302 (F) (47) (Meet-up);<BACH2> Bachelor 2 Gr01;Comptabilite analytique;10/04/2026;19:45:00;1;ECE BACHELOR;Lyon Universite (25);6219.02
MOKHBER ARASH;Salle - H-401 (M) (40) (Meet-up);<MAST1> Master 1 Cybersec;Conception numerique sur FPGA;10/04/2026;08:30:00;2;ECE INGENIEUR;Lyon Universite (25);6183.05
THOMAS ALICE;Salle - H-401 (M) (40) (Meet-up);<PREPA2> Prepa 2eme annee Gr02;Blockchain et cryptographie;10/04/2026;10:45:00;2;ECE MASTER;Lyon Universite (25);6181.03
THOMAS ALICE;Salle - H-401 (M) (40) (Meet-up);<BACH3> Bachelor 3 Gr01;Finance d'entreprise;10/04/2026;13:00:00;1;ECE BACHELOR;Lyon Universite (25);6179.03
LEFEBVRE JULIE;Salle - H-401 (M) (40) (Meet-up);<MAST2> Master 2 DevOps;Reseaux et telecoms;10/04/2026;17:30:00;1;ECE INGENIEUR;Lyon Universite (25);6182.02
DUPONT JEAN;Salle - H-401 (M) (40) (Meet-up);<BACH2> Bachelor 2 Gr02;Mecanique des fluides;10/04/2026;18:30:00;1;ECE PREPA;Lyon Universite (25);6180.01
BERNARD CLAIRE;Salle - I-401 (Labo) (F) (40);<MAST1> Master 1 Cloud;Informatique PREPA;10/04/2026;13:00:00;1;ECE PREPA;Eiffel 4;6185.03
MARTINEZ CARLOS;Salle - I-401 (Labo) (F) (40);<MAST2> Master 2 DevOps;Finance d'entreprise;10/04/2026;14:00:00;1;ECE BACHELOR;Eiffel 4;6184.04
BENALI KARIM;Salle - I-401 (Labo) (F) (40);<BACH3> Bachelor 3 Gr01;DevOps et CI/CD;10/04/2026;18:30:00;1;ECE MASTER;Eiffel 4;6186.05
GARCIA ELENA;Salle - I-402 (M) (40) (Meet-up);<CLASSES> Ing4 Gr01;Energie renouvelable;10/04/2026;15:15:00;1;ECE INGENIEUR;Eiffel 4;6115.05
ROUSSEAU LISA;Salle - I-402 (M) (40) (Meet-up);<MAST1> Master 1 DataScience;Intelligence artificielle;10/04/2026;17:30:00;2;ECE MASTER;Eiffel 4;6114.04
BENALI KARIM;Salle - I-402 (M) (40) (Meet-up);<CLASSES> Ing2 Gr03;Systemes embarques;10/04/2026;19:45:00;1;ECE INGENIEUR;Eiffel 4;6113.05
DUPONT JEAN;Salle - I-403 (M) (45) (Meet-up);<PREPA1> Prepa 1ere annee Gr02;Systemes embarques;10/04/2026;08:30:00;1;ECE INGENIEUR;Eiffel 4;6170.05
LECLERC PAUL;Salle - I-403 (M) (45) (Meet-up);<BACH2> Bachelor 2 Gr02;Machine Learning;10/04/2026;14:00:00;2;ECE MASTER;Eiffel 4;6172.02
GULDNER NAJMA;Salle - I-403 (M) (45) (Meet-up);<CLASSES> Ing3 Gr03;Mathematiques PREPA;10/04/2026;15:15:00;1;ECE PREPA;Eiffel 4;6173.04
CHEVALIER MAXIME;Salle - I-403 (M) (45) (Meet-up);<CLASSES> Ing3 Gr01;Business Intelligence;10/04/2026;17:30:00;2;ECE BACHELOR;Eiffel 4;6171.05
DAVID SARAH;Salle - I-405 (M) (40) (Meet-up);<PREPA1> Prepa 1ere annee Gr02;Blockchain et cryptographie;10/04/2026;08:30:00;1;ECE MASTER;Eiffel 4;6169.01
DUPONT JEAN;Salle - I-405 (M) (40) (Meet-up);<BACH1> Bachelor 1 Gr02;NLP;10/04/2026;14:00:00;1;ECE MASTER;Eiffel 4;6166.04
LAURENT MARIE;Salle - I-405 (M) (40) (Meet-up);<MAST1> Master 1 Cloud;Chimie PREPA;10/04/2026;17:30:00;1;ECE PREPA;Eiffel 4;6165.04
MARTIN SOPHIE;Salle - I-405 (M) (40) (Meet-up);<MAST1> Master 1 DataScience;Reseaux et telecoms;10/04/2026;18:30:00;1;ECE INGENIEUR;Eiffel 4;6167.03
ROBIN CAMILLE;Salle - I-405 (M) (40) (Meet-up);<CLASSES> Ing3 Gr03;Informatique PREPA;10/04/2026;19:45:00;1;ECE PREPA;Eiffel 4;6168.01
BENALI KARIM;Salle - I-407 (M) (40);<CLASSES> Ing4 Gr02;NLP;10/04/2026;08:30:00;1;ECE MASTER;Eiffel 4;6203.03
CHEVALIER MAXIME;Salle - I-407 (M) (40);<BACH1> Bachelor 1 Gr03;Management;10/04/2026;10:45:00;2;ECE BACHELOR;Eiffel 4;6204.02
MOREAU EMILIE;Salle - I-407 (M) (40);<CLASSES> Ing3 Gr02;Business Intelligence;10/04/2026;13:00:00;1;ECE BACHELOR;Eiffel 4;6206.04
SIMON THOMAS;Salle - I-407 (M) (40);<CLASSES> Ing4 Gr02;Comptabilite analytique;10/04/2026;14:00:00;2;ECE BACHELOR;Eiffel 4;6205.01
HAJ HAMAD IMEN;Salle - I-407 (M) (40);<CLASSES> Ing2 Gr01;Communication;10/04/2026;18:30:00;1;ECE BACHELOR;Eiffel 4;6207.04
MICHEL PIERRE;Salle - I-408 (M) (28);<CLASSES> Ing2 Gr01;Analyse et algebre;10/04/2026;08:30:00;1;ECE PREPA;Eiffel 4;6260.02
KHOURY CLAUDE;Salle - I-408 (M) (28);<CLASSES> Ing2 Gr04;Electronique de puissance;10/04/2026;10:45:00;1;ECE INGENIEUR;Eiffel 4;6261.02
LEROY INÈS;Salle - I-408 (M) (28);<CLASSES> Ing3 Gr02;Analyse et algebre;10/04/2026;15:15:00;1;ECE PREPA;Eiffel 4;6259.05
ROUSSEAU LISA;Salle - I-408 (M) (28);<CLASSES> Ing3 Gr01;Business Intelligence;10/04/2026;19:45:00;1;ECE BACHELOR;Eiffel 4;6262.03
MICHEL PIERRE;Salle - J-501 (M) (40) (Meet-up);<BACH3> Bachelor 3 Gr01;Audit SI;10/04/2026;08:30:00;1;ECE MASTER;Eiffel 4;6151.05
BENALI KARIM;Salle - J-501 (M) (40) (Meet-up);<CLASSES> Ing3 Gr02;DevOps et CI/CD;10/04/2026;14:00:00;2;ECE MASTER;Eiffel 4;6153.01
VIDAL PAULINE;Salle - J-501 (M) (40) (Meet-up);<CLASSES> Ing3 Gr02;Marketing digital;10/04/2026;17:30:00;1;ECE BACHELOR;Eiffel 4;6152.01
ROUSSEAU LISA;Salle - J-502 (M) (32);<CLASSES> Ing4 Gr01;Protocoles IoT;10/04/2026;13:00:00;1;ECE INGENIEUR;Eiffel 4;6202.01
DAVID SARAH;Salle - J-502 (M) (32);<CLASSES> Ing3 Gr02;Robotique;10/04/2026;18:30:00;1;ECE INGENIEUR;Eiffel 4;6201.04
WILSON JAMES;Salle - J-504 (M) (62) (Meet-up);<BACH2> Bachelor 2 Gr01;Machine Learning;10/04/2026;08:30:00;2;ECE MASTER;Eiffel 4;6229.03
ROUSSEAU LISA;Salle - J-504 (M) (62) (Meet-up);<PREPA2> Prepa 2eme annee Gr01;Physique PREPA;10/04/2026;18:30:00;1;ECE PREPA;Eiffel 4;6228.01
SIMON THOMAS;Salle - J-504 (M) (62) (Meet-up);<CLASSES> Ing4 Gr02;NLP;10/04/2026;19:45:00;1;ECE MASTER;Eiffel 4;6227.02
LECLERC PAUL;Salle - J-505 (M) (35);<CLASSES> Ing2 Gr02;Energie renouvelable;10/04/2026;19:45:00;1;ECE INGENIEUR;Eiffel 4;6121.04
LECLERC PAUL;Salle 102 - 136 QDC (F) (71);<CLASSES> Ing4 Gr02;Reseaux et telecoms;10/04/2026;08:30:00;2;ECE INGENIEUR;Chartrons(136);6223.01
MOREAU EMILIE;Salle 102 - 136 QDC (F) (71);<MAST2> Master 2 DevOps;Physique PREPA;10/04/2026;13:00:00;2;ECE PREPA;Chartrons(136);6225.03
GARCIA ELENA;Salle 102 - 136 QDC (F) (71);<PREPA1> Prepa 1ere annee Gr01;Electronique ING2;10/04/2026;15:15:00;2;ECE INGENIEUR;Chartrons(136);6226.05
MULLER STEFAN;Salle 102 - 136 QDC (F) (71);<PREPA1> Prepa 1ere annee Gr01;Communication;10/04/2026;17:30:00;2;ECE BACHELOR;Chartrons(136);6222.01
MICHEL PIERRE;Salle 102 - 136 QDC (F) (71);<BACH1> Bachelor 1 Gr02;Architecture logicielle;10/04/2026;18:30:00;2;ECE MASTER;Chartrons(136);6224.02
HAJ HAMAD IMEN;Salle 104 A - 136 QDC (Laboratoire) (34);<MAST1> Master 1 Cloud;Droit des affaires;10/04/2026;08:30:00;2;ECE BACHELOR;Chartrons(136);6231.05
CHEVALIER MAXIME;Salle 104 A - 136 QDC (Laboratoire) (34);<CLASSES> Ing2 Gr02;Economie d'entreprise;10/04/2026;14:00:00;1;ECE BACHELOR;Chartrons(136);6230.05
DUPONT JEAN;Salle 105 - 136 QDC (F) (99);<CLASSES> Ing2 Gr02;Electronique de puissance;10/04/2026;08:30:00;2;ECE INGENIEUR;Chartrons(136);6257.05
MOREAU EMILIE;Salle 105 - 136 QDC (F) (99);<BACH3> Bachelor 3 Gr01;Systemes embarques;10/04/2026;14:00:00;1;ECE INGENIEUR;Chartrons(136);6258.03
WILSON JAMES;Salle 105 - 136 QDC (F) (99);<BACH2> Bachelor 2 Gr02;Data Science avancee;10/04/2026;19:45:00;1;ECE MASTER;Chartrons(136);6256.03
LEROY INÈS;Salle 106 - 136 QDC (F) (81);<BACH3> Bachelor 3 Gr01;Protocoles IoT;10/04/2026;08:30:00;2;ECE INGENIEUR;Chartrons(136);6159.05
GARCIA ELENA;Salle 106 - 136 QDC (F) (81);<CLASSES> Ing4 Gr02;Blockchain et cryptographie;10/04/2026;15:15:00;2;ECE MASTER;Chartrons(136);6158.03
BERNARD CLAIRE;Salle 107 - 136 QDC (F) (61);<BACH1> Bachelor 1 Gr01;Droit des affaires;10/04/2026;08:30:00;1;ECE BACHELOR;Chartrons(136);6217.04
MICHEL PIERRE;Salle 107 - 136 QDC (F) (61);<PREPA1> Prepa 1ere annee Gr02;Robotique;10/04/2026;13:00:00;1;ECE INGENIEUR;Chartrons(136);6216.02
